formatted_com_name,com_name,sci_name,learn_more_link
Green_Heron,Green Heron,Butorides virescens,https://www.allaboutbirds.org/guide/Green_Heron/overview
Green_Pheasant,Green Pheasant,Phasianus versicolor,https://www.allaboutbirds.org/guide/Green_Pheasant/overview
Green-tailed_Towhee,Green-tailed Towhee,Pipilo chlorurus,https://www.allaboutbirds.org/guide/Green-tailed_Towhee/overview
Green-winged_Teal,Green-winged Teal,Anas crecca,https://www.allaboutbirds.org/guide/Green-winged_Teal/overview
Guadalupe_Murrelet,Guadalupe Murrelet,Synthliboramphus hypoleucus,https://www.allaboutbirds.org/guide/Guadalupe_Murrelet/overview
Gyrfalcon,Gyrfalcon,Falco rusticolus,https://www.allaboutbirds.org/guide/Gyrfalcon/overview
Hairy_Woodpecker,Hairy Woodpecker,Dryobates villosus,https://www.allaboutbirds.org/guide/Hairy_Woodpecker/overview
Hammonds_Flycatcher,Hammond's Flycatcher,Empidonax hammondii,https://www.allaboutbirds.org/guide/Hammonds_Flycatcher/overview
Harlequin_Duck,Harlequin Duck,Histrionicus histrionicus,https://www.allaboutbirds.org/guide/Harlequin_Duck/overview
Harriss_Hawk,Harris's Hawk,Parabuteo unicinctus,https://www.allaboutbirds.org/guide/Harriss_Hawk/overview
Harriss_Sparrow,Harris's Sparrow,Zonotrichia querula,https://www.allaboutbirds.org/guide/Harriss_Sparrow/overview
Hawaiian_Petrel,Hawaiian Petrel,Pterodroma sandwichensis,https://www.allaboutbirds.org/guide/Hawaiian_Petrel/overview
Heermanns_Gull,Heermann's Gull,Larus heermanni,https://www.allaboutbirds.org/guide/Heermanns_Gull/overview
Helmeted_Guineafowl,Helmeted Guineafowl,Numida meleagris,https://www.allaboutbirds.org/guide/Helmeted_Guineafowl/overview
Hermit_Thrush,Hermit Thrush,Catharus guttatus,https://www.allaboutbirds.org/guide/Hermit_Thrush/overview
Hermit_Warbler,Hermit Warbler,Setophaga occidentalis,https://www.allaboutbirds.org/guide/Hermit_Warbler/overview
Herring_Gull,Herring Gull,Larus argentatus,https://www.allaboutbirds.org/guide/Herring_Gull/overview
Hoary_Redpoll,Hoary Redpoll,Acanthis hornemanni,https://www.allaboutbirds.org/guide/Hoary_Redpoll/overview
Hooded_Merganser,Hooded Merganser,Lophodytes cucullatus,https://www.allaboutbirds.org/guide/Hooded_Merganser/overview
Hooded_Oriole,Hooded Oriole,Icterus cucullatus,https://www.allaboutbirds.org/guide/Hooded_Oriole/overview
Hooded_Warbler,Hooded Warbler,Setophaga citrina,https://www.allaboutbirds.org/guide/Hooded_Warbler/overview
Horned_Grebe,Horned Grebe,Podiceps auritus,https://www.allaboutbirds.org/guide/Horned_Grebe/overview
Horned_Lark,Horned Lark,Eremophila alpestris,https://www.allaboutbirds.org/guide/Horned_Lark/overview
Horned_Puffin,Horned Puffin,Fratercula corniculata,https://www.allaboutbirds.org/guide/Horned_Puffin/overview
House_Finch,House Finch,Haemorhous mexicanus,https://www.allaboutbirds.org/guide/House_Finch/overview
House_Sparrow,House Sparrow,Passer domesticus,https://www.allaboutbirds.org/guide/House_Sparrow/overview
House_Wren,House Wren,Troglodytes aedon,https://www.allaboutbirds.org/guide/House_Wren/overview
Hudsonian_Godwit,Hudsonian Godwit,Limosa haemastica,https://www.allaboutbirds.org/guide/Hudsonian_Godwit/overview
Huttons_Vireo,Hutton's Vireo,Vireo huttoni,https://www.allaboutbirds.org/guide/Huttons_Vireo/overview
Iceland_Gull,Iceland Gull,Larus glaucoides,https://www.allaboutbirds.org/guide/Iceland_Gull/overview
Indian_Peafowl,Indian Peafowl,Pavo cristatus,https://www.allaboutbirds.org/guide/Indian_Peafowl/overview
Indigo_Bunting,Indigo Bunting,Passerina cyanea,https://www.allaboutbirds.org/guide/Indigo_Bunting/overview
Ivory_Gull,Ivory Gull,Pagophila eburnea,https://www.allaboutbirds.org/guide/Ivory_Gull/overview
Jack_Snipe,Jack Snipe,Lymnocryptes minimus,https://www.allaboutbirds.org/guide/Jack_Snipe/overview
Killdeer,Killdeer,Charadrius vociferus,https://www.allaboutbirds.org/guide/Killdeer/overview
King_Eider,King Eider,Somateria spectabilis,https://www.allaboutbirds.org/guide/King_Eider/overview
Kittlitzs_Murrelet,Kittlitz's Murrelet,Brachyramphus brevirostris,https://www.allaboutbirds.org/guide/Kittlitzs_Murrelet/overview
Lapland_Longspur,Lapland Longspur,Calcarius lapponicus,https://www.allaboutbirds.org/guide/Lapland_Longspur/overview
Lark_Bunting,Lark Bunting,Calamospiza melanocorys,https://www.allaboutbirds.org/guide/Lark_Bunting/overview
Lark_Sparrow,Lark Sparrow,Chondestes grammacus,https://www.allaboutbirds.org/guide/Lark_Sparrow/overview
Laughing_Gull,Laughing Gull,Leucophaeus atricilla,https://www.allaboutbirds.org/guide/Laughing_Gull/overview
Lawrences_Goldfinch,Lawrence's Goldfinch,Spinus lawrencei,https://www.allaboutbirds.org/guide/Lawrences_Goldfinch/overview
Laysan_Albatross,Laysan Albatross,Phoebastria immutabilis,https://www.allaboutbirds.org/guide/Laysan_Albatross/overview
Lazuli_Bunting,Lazuli Bunting,Passerina amoena,https://www.allaboutbirds.org/guide/Lazuli_Bunting/overview
Leachs_Storm-Petrel,Leach's Storm-Petrel,Hydrobates leucorhous,https://www.allaboutbirds.org/guide/Leachs_Storm-Petrel/overview
Least_Auklet,Least Auklet,Aethia pusilla,https://www.allaboutbirds.org/guide/Least_Auklet/overview
Least_Flycatcher,Least Flycatcher,Empidonax minimus,https://www.allaboutbirds.org/guide/Least_Flycatcher/overview
Least_Sandpiper,Least Sandpiper,Calidris minutilla,https://www.allaboutbirds.org/guide/Least_Sandpiper/overview
Least_Tern,Least Tern,Sternula antillarum,https://www.allaboutbirds.org/guide/Least_Tern/overview
LeContes_Sparrow,LeConte's Sparrow,Ammospiza leconteii,https://www.allaboutbirds.org/guide/LeContes_Sparrow/overview
Lesser_Black-backed_Gull,Lesser Black-backed Gull,Larus fuscus,https://www.allaboutbirds.org/guide/Lesser_Black-backed_Gull/overview
Lesser_Goldfinch,Lesser Goldfinch,Spinus psaltria,https://www.allaboutbirds.org/guide/Lesser_Goldfinch/overview
Lesser_Nighthawk,Lesser Nighthawk,Chordeiles acutipennis,https://www.allaboutbirds.org/guide/Lesser_Nighthawk/overview
Lesser_Scaup,Lesser Scaup,Aythya affinis,https://www.allaboutbirds.org/guide/Lesser_Scaup/overview
Lesser_Yellowlegs,Lesser Yellowlegs,Tringa flavipes,https://www.allaboutbirds.org/guide/Lesser_Yellowlegs/overview
Lewiss_Woodpecker,Lewis's Woodpecker,Melanerpes lewis,https://www.allaboutbirds.org/guide/Lewiss_Woodpecker/overview
Lincolns_Sparrow,Lincoln's Sparrow,Melospiza lincolnii,https://www.allaboutbirds.org/guide/Lincolns_Sparrow/overview
Little_Blue_Heron,Little Blue Heron,Egretta caerulea,https://www.allaboutbirds.org/guide/Little_Blue_Heron/overview
Little_Bunting,Little Bunting,Emberiza pusilla,https://www.allaboutbirds.org/guide/Little_Bunting/overview
Little_Gull,Little Gull,Hydrocoloeus minutus,https://www.allaboutbirds.org/guide/Little_Gull/overview
Little_Stint,Little Stint,Calidris minuta,https://www.allaboutbirds.org/guide/Little_Stint/overview
Loggerhead_Shrike,Loggerhead Shrike,Lanius ludovicianus,https://www.allaboutbirds.org/guide/Loggerhead_Shrike/overview
Long-billed_Curlew,Long-billed Curlew,Numenius americanus,https://www.allaboutbirds.org/guide/Long-billed_Curlew/overview
Long-billed_Dowitcher,Long-billed Dowitcher,Limnodromus scolopaceus,https://www.allaboutbirds.org/guide/Long-billed_Dowitcher/overview
Long-billed_Murrelet,Long-billed Murrelet,Brachyramphus perdix,https://www.allaboutbirds.org/guide/Long-billed_Murrelet/overview
Long-eared_Owl,Long-eared Owl,Asio otus,https://www.allaboutbirds.org/guide/Long-eared_Owl/overview
Long-tailed_Duck,Long-tailed Duck,Clangula hyemalis,https://www.allaboutbirds.org/guide/Long-tailed_Duck/overview
Long-tailed_Jaeger,Long-tailed Jaeger,Stercorarius longicaudus,https://www.allaboutbirds.org/guide/Long-tailed_Jaeger/overview
Long-tailed_Mockingbird,Long-tailed Mockingbird,Mimus longicaudatus,https://www.allaboutbirds.org/guide/Long-tailed_Mockingbird/overview
Lucys_Warbler,Lucy's Warbler,Leiothlypis luciae,https://www.allaboutbirds.org/guide/Lucys_Warbler/overview
MacGillivrays_Warbler,MacGillivray's Warbler,Geothlypis tolmiei,https://www.allaboutbirds.org/guide/MacGillivrays_Warbler/overview
Magnificent_Frigatebird,Magnificent Frigatebird,Fregata magnificens,https://www.allaboutbirds.org/guide/Magnificent_Frigatebird/overview
Magnolia_Warbler,Magnolia Warbler,Setophaga magnolia,https://www.allaboutbirds.org/guide/Magnolia_Warbler/overview
Mallard,Mallard,Anas platyrhynchos,https://www.allaboutbirds.org/guide/Mallard/overview
Mandarin_Duck,Mandarin Duck,Aix galericulata,https://www.allaboutbirds.org/guide/Mandarin_Duck/overview
Manx_Shearwater,Manx Shearwater,Puffinus puffinus,https://www.allaboutbirds.org/guide/Manx_Shearwater/overview
Marbled_Godwit,Marbled Godwit,Limosa fedoa,https://www.allaboutbirds.org/guide/Marbled_Godwit/overview
Marbled_Murrelet,Marbled Murrelet,Brachyramphus marmoratus,https://www.allaboutbirds.org/guide/Marbled_Murrelet/overview
Marsh_Wren,Marsh Wren,Cistothorus palustris,https://www.allaboutbirds.org/guide/Marsh_Wren/overview
McKays_Bunting,McKay's Bunting,Plectrophenax hyperboreus,https://www.allaboutbirds.org/guide/McKays_Bunting/overview
Merlin,Merlin,Falco columbarius,https://www.allaboutbirds.org/guide/Merlin/overview
Military_Macaw,Military Macaw,Ara militaris,https://www.allaboutbirds.org/guide/Military_Macaw/overview
Mitred_Parakeet,Mitred Parakeet,Psittacara mitratus,https://www.allaboutbirds.org/guide/Mitred_Parakeet/overview
Monk_Parakeet,Monk Parakeet,Myiopsitta monachus,https://www.allaboutbirds.org/guide/Monk_Parakeet/overview
Mottled_Petrel,Mottled Petrel,Pterodroma inexpectata,https://www.allaboutbirds.org/guide/Mottled_Petrel/overview
Mountain_Bluebird,Mountain Bluebird,Sialia currucoides,https://www.allaboutbirds.org/guide/Mountain_Bluebird/overview
Mountain_Chickadee,Mountain Chickadee,Poecile gambeli,https://www.allaboutbirds.org/guide/Mountain_Chickadee/overview
Mountain_Plover,Mountain Plover,Anarhynchus montanus,https://www.allaboutbirds.org/guide/Mountain_Plover/overview
Mountain_Quail,Mountain Quail,Oreortyx pictus,https://www.allaboutbirds.org/guide/Mountain_Quail/overview
Mourning_Dove,Mourning Dove,Zenaida macroura,https://www.allaboutbirds.org/guide/Mourning_Dove/overview
Mourning_Warbler,Mourning Warbler,Geothlypis philadelphia,https://www.allaboutbirds.org/guide/Mourning_Warbler/overview
Murphys_Petrel,Murphy's Petrel,Pterodroma ultima,https://www.allaboutbirds.org/guide/Murphys_Petrel/overview
Muscovy_Duck,Muscovy Duck,Cairina moschata,https://www.allaboutbirds.org/guide/Muscovy_Duck/overview
Mute_Swan,Mute Swan,Cygnus olor,https://www.allaboutbirds.org/guide/Mute_Swan/overview
Nashville_Warbler,Nashville Warbler,Leiothlypis ruficapilla,https://www.allaboutbirds.org/guide/Nashville_Warbler/overview
Nazca_Booby,Nazca Booby,Sula granti,https://www.allaboutbirds.org/guide/Nazca_Booby/overview
Nelsons_Sparrow,Nelson's Sparrow,Ammospiza nelsoni,https://www.allaboutbirds.org/guide/Nelsons_Sparrow/overview
Northern_Bobwhite,Northern Bobwhite,Colinus virginianus,https://www.allaboutbirds.org/guide/Northern_Bobwhite/overview
Northern_Flicker,Northern Flicker,Colaptes auratus,https://www.allaboutbirds.org/guide/Northern_Flicker/overview
Northern_Fulmar,Northern Fulmar,Fulmarus glacialis,https://www.allaboutbirds.org/guide/Northern_Fulmar/overview
Northern_Giant-Petrel,Northern Giant-Petrel,Macronectes halli,https://www.allaboutbirds.org/guide/Northern_Giant-Petrel/overview
Northern_Harrier,Northern Harrier,Circus hudsonius,https://www.allaboutbirds.org/guide/Northern_Harrier/overview
Northern_Hawk_Owl,Northern Hawk Owl,Surnia ulula,https://www.allaboutbirds.org/guide/Northern_Hawk_Owl/overview
Northern_Mockingbird,Northern Mockingbird,Mimus polyglottos,https://www.allaboutbirds.org/guide/Northern_Mockingbird/overview
Northern_Parula,Northern Parula,Setophaga americana,https://www.allaboutbirds.org/guide/Northern_Parula/overview
Northern_Pintail,Northern Pintail,Anas acuta,https://www.allaboutbirds.org/guide/Northern_Pintail/overview
Northern_Pygmy-Owl,Northern Pygmy-Owl,Glaucidium gnoma,https://www.allaboutbirds.org/guide/Northern_Pygmy-Owl/overview
Northern_Red_Bishop,Northern Red Bishop,Euplectes franciscanus,https://www.allaboutbirds.org/guide/Northern_Red_Bishop/overview
Northern_Rough-winged_Swallow,Northern Rough-winged Swallow,Stelgidopteryx serripennis,https://www.allaboutbirds.org/guide/Northern_Rough-winged_Swallow/overview
Northern_Saw-whet_Owl,Northern Saw-whet Owl,Aegolius acadicus,https://www.allaboutbirds.org/guide/Northern_Saw-whet_Owl/overview
Northern_Shoveler,Northern Shoveler,Spatula clypeata,https://www.allaboutbirds.org/guide/Northern_Shoveler/overview
Northern_Shrike,Northern Shrike,Lanius borealis,https://www.allaboutbirds.org/guide/Northern_Shrike/overview
Northern_Waterthrush,Northern Waterthrush,Parkesia noveboracensis,https://www.allaboutbirds.org/guide/Northern_Waterthrush/overview
Northern_Wheatear,Northern Wheatear,Oenanthe oenanthe,https://www.allaboutbirds.org/guide/Northern_Wheatear/overview
Olive-sided_Flycatcher,Olive-sided Flycatcher,Contopus cooperi,https://www.allaboutbirds.org/guide/Olive-sided_Flycatcher/overview
Orange-crowned_Warbler,Orange-crowned Warbler,Leiothlypis celata,https://www.allaboutbirds.org/guide/Orange-crowned_Warbler/overview
Orchard_Oriole,Orchard Oriole,Icterus spurius,https://www.allaboutbirds.org/guide/Orchard_Oriole/overview
Osprey,Osprey,Pandion haliaetus,https://www.allaboutbirds.org/guide/Osprey/overview
Ovenbird,Ovenbird,Seiurus aurocapilla,https://www.allaboutbirds.org/guide/Ovenbird/overview
Pacific_Golden-Plover,Pacific Golden-Plover,Pluvialis fulva,https://www.allaboutbirds.org/guide/Pacific_Golden-Plover/overview
Pacific_Loon,Pacific Loon,Gavia pacifica,https://www.allaboutbirds.org/guide/Pacific_Loon/overview
Pacific_Wren,Pacific Wren,Troglodytes pacificus,https://www.allaboutbirds.org/guide/Pacific_Wren/overview
Painted_Bunting,Painted Bunting,Passerina ciris,https://www.allaboutbirds.org/guide/Painted_Bunting/overview
Painted_Redstart,Painted Redstart,Myioborus pictus,https://www.allaboutbirds.org/guide/Painted_Redstart/overview
Palm_Warbler,Palm Warbler,Setophaga palmarum,https://www.allaboutbirds.org/guide/Palm_Warbler/overview
Parakeet_Auklet,Parakeet Auklet,Aethia psittacula,https://www.allaboutbirds.org/guide/Parakeet_Auklet/overview
Parasitic_Jaeger,Parasitic Jaeger,Stercorarius parasiticus,https://www.allaboutbirds.org/guide/Parasitic_Jaeger/overview
Pectoral_Sandpiper,Pectoral Sandpiper,Calidris melanotos,https://www.allaboutbirds.org/guide/Pectoral_Sandpiper/overview
Pelagic_Cormorant,Pelagic Cormorant,Urile pelagicus,https://www.allaboutbirds.org/guide/Pelagic_Cormorant/overview
Peregrine_Falcon,Peregrine Falcon,Falco peregrinus,https://www.allaboutbirds.org/guide/Peregrine_Falcon/overview
Phainopepla,Phainopepla,Phainopepla nitens,https://www.allaboutbirds.org/guide/Phainopepla/overview
Philadelphia_Vireo,Philadelphia Vireo,Vireo philadelphicus,https://www.allaboutbirds.org/guide/Philadelphia_Vireo/overview
Pied-billed_Grebe,Pied-billed Grebe,Podilymbus podiceps,https://www.allaboutbirds.org/guide/Pied-billed_Grebe/overview
Pigeon_Guillemot,Pigeon Guillemot,Cepphus columba,https://www.allaboutbirds.org/guide/Pigeon_Guillemot/overview
Pileated_Woodpecker,Pileated Woodpecker,Dryocopus pileatus,https://www.allaboutbirds.org/guide/Pileated_Woodpecker/overview
Pin-tailed_Whydah,Pin-tailed Whydah,Vidua macroura,https://www.allaboutbirds.org/guide/Pin-tailed_Whydah/overview
Pine_Grosbeak,Pine Grosbeak,Pinicola enucleator,https://www.allaboutbirds.org/guide/Pine_Grosbeak/overview
Pine_Siskin,Pine Siskin,Spinus pinus,https://www.allaboutbirds.org/guide/Pine_Siskin/overview
Pink-footed_Goose,Pink-footed Goose,Anser brachyrhynchus,https://www.allaboutbirds.org/guide/Pink-footed_Goose/overview
Pink-footed_Shearwater,Pink-footed Shearwater,Ardenna creatopus,https://www.allaboutbirds.org/guide/Pink-footed_Shearwater/overview
Pinyon_Jay,Pinyon Jay,Gymnorhinus cyanocephalus,https://www.allaboutbirds.org/guide/Pinyon_Jay/overview
Piping_Plover,Piping Plover,Charadrius melodus,https://www.allaboutbirds.org/guide/Piping_Plover/overview
Pomarine_Jaeger,Pomarine Jaeger,Stercorarius pomarinus,https://www.allaboutbirds.org/guide/Pomarine_Jaeger/overview
Prairie_Falcon,Prairie Falcon,Falco mexicanus,https://www.allaboutbirds.org/guide/Prairie_Falcon/overview
Prairie_Warbler,Prairie Warbler,Setophaga discolor,https://www.allaboutbirds.org/guide/Prairie_Warbler/overview
Prothonotary_Warbler,Prothonotary Warbler,Protonotaria citrea,https://www.allaboutbirds.org/guide/Prothonotary_Warbler/overview
Providence_Petrel,Providence Petrel,Pterodroma solandri,https://www.allaboutbirds.org/guide/Providence_Petrel/overview
Purple_Finch,Purple Finch,Haemorhous purpureus,https://www.allaboutbirds.org/guide/Purple_Finch/overview
Purple_Gallinule,Purple Gallinule,Porphyrio martinica,https://www.allaboutbirds.org/guide/Purple_Gallinule/overview
Purple_Martin,Purple Martin,Progne subis,https://www.allaboutbirds.org/guide/Purple_Martin/overview
Pygmy_Nuthatch,Pygmy Nuthatch,Sitta pygmaea,https://www.allaboutbirds.org/guide/Pygmy_Nuthatch/overview
Red_Crossbill,Red Crossbill,Loxia curvirostra,https://www.allaboutbirds.org/guide/Red_Crossbill/overview
Red_Junglefowl,Red Junglefowl,Gallus gallus,https://www.allaboutbirds.org/guide/Red_Junglefowl/overview
Red_Knot,Red Knot,Calidris canutus,https://www.allaboutbirds.org/guide/Red_Knot/overview
Red_Phalarope,Red Phalarope,Phalaropus fulicarius,https://www.allaboutbirds.org/guide/Red_Phalarope/overview
Red-billed_Tropicbird,Red-billed Tropicbird,Phaethon aethereus,https://www.allaboutbirds.org/guide/Red-billed_Tropicbird/overview
Red-breasted_Merganser,Red-breasted Merganser,Mergus serrator,https://www.allaboutbirds.org/guide/Red-breasted_Merganser/overview
Red-breasted_Nuthatch,Red-breasted Nuthatch,Sitta canadensis,https://www.allaboutbirds.org/guide/Red-breasted_Nuthatch/overview
Red-breasted_Sapsucker,Red-breasted Sapsucker,Sphyrapicus ruber,https://www.allaboutbirds.org/guide/Red-breasted_Sapsucker/overview
Red-eyed_Vireo,Red-eyed Vireo,Vireo olivaceus,https://www.allaboutbirds.org/guide/Red-eyed_Vireo/overview
Red-flanked_Bluetail,Red-flanked Bluetail,Tarsiger cyanurus,https://www.allaboutbirds.org/guide/Red-flanked_Bluetail/overview
Red-footed_Booby,Red-footed Booby,Sula sula,https://www.allaboutbirds.org/guide/Red-footed_Booby/overview
Red-legged_Kittiwake,Red-legged Kittiwake,Rissa brevirostris,https://www.allaboutbirds.org/guide/Red-legged_Kittiwake/overview
Red-legged_Partridge,Red-legged Partridge,Alectoris rufa,https://www.allaboutbirds.org/guide/Red-legged_Partridge/overview
Red-masked_Parakeet,Red-masked Parakeet,Psittacara erythrogenys,https://www.allaboutbirds.org/guide/Red-masked_Parakeet/overview
Red-naped_Sapsucker,Red-naped Sapsucker,Sphyrapicus nuchalis,https://www.allaboutbirds.org/guide/Red-naped_Sapsucker/overview
Red-necked_Grebe,Red-necked Grebe,Podiceps grisegena,https://www.allaboutbirds.org/guide/Red-necked_Grebe/overview
Red-necked_Phalarope,Red-necked Phalarope,Phalaropus lobatus,https://www.allaboutbirds.org/guide/Red-necked_Phalarope/overview
Red-necked_Stint,Red-necked Stint,Calidris ruficollis,https://www.allaboutbirds.org/guide/Red-necked_Stint/overview
Red-rumped_Parrot,Red-rumped Parrot,Psephotus haematonotus,https://www.allaboutbirds.org/guide/Red-rumped_Parrot/overview
Red-shouldered_Hawk,Red-shouldered Hawk,Buteo lineatus,https://www.allaboutbirds.org/guide/Red-shouldered_Hawk/overview
Red-tailed_Hawk,Red-tailed Hawk,Buteo jamaicensis,https://www.allaboutbirds.org/guide/Red-tailed_Hawk/overview
Red-throated_Loon,Red-throated Loon,Gavia stellata,https://www.allaboutbirds.org/guide/Red-throated_Loon/overview
Red-throated_Pipit,Red-throated Pipit,Anthus cervinus,https://www.allaboutbirds.org/guide/Red-throated_Pipit/overview
Red-winged_Blackbird,Red-winged Blackbird,Agelaius phoeniceus,https://www.allaboutbirds.org/guide/Red-winged_Blackbird/overview
Redhead,Redhead,Aythya americana,https://www.allaboutbirds.org/guide/Redhead/overview
Redwing,Redwing,Turdus iliacus,https://www.allaboutbirds.org/guide/Redwing/overview
Reevess_Pheasant,Reeves's Pheasant,Syrmaticus reevesii,https://www.allaboutbirds.org/guide/Reevess_Pheasant/overview
Rhinoceros_Auklet,Rhinoceros Auklet,Cerorhinca monocerata,https://www.allaboutbirds.org/guide/Rhinoceros_Auklet/overview
Ring-billed_Gull,Ring-billed Gull,Larus delawarensis,https://www.allaboutbirds.org/guide/Ring-billed_Gull/overview
Ring-necked_Duck,Ring-necked Duck,Aythya collaris,https://www.allaboutbirds.org/guide/Ring-necked_Duck/overview
Ring-necked_Pheasant,Ring-necked Pheasant,Phasianus colchicus,https://www.allaboutbirds.org/guide/Ring-necked_Pheasant/overview
Ringed_Teal,Ringed Teal,Callonetta leucophrys,https://www.allaboutbirds.org/guide/Ringed_Teal/overview
Rock_Pigeon,Rock Pigeon,Columba livia,https://www.allaboutbirds.org/guide/Rock_Pigeon/overview
Rock_Sandpiper,Rock Sandpiper,Calidris ptilocnemis,https://www.allaboutbirds.org/guide/Rock_Sandpiper/overview
Rock_Wren,Rock Wren,Salpinctes obsoletus,https://www.allaboutbirds.org/guide/Rock_Wren/overview
Rose-breasted_Grosbeak,Rose-breasted Grosbeak,Pheucticus ludovicianus,https://www.allaboutbirds.org/guide/Rose-breasted_Grosbeak/overview
Rose-ringed_Parakeet,Rose-ringed Parakeet,Psittacula krameri,https://www.allaboutbirds.org/guide/Rose-ringed_Parakeet/overview
Rosss_Goose,Ross's Goose,Anser rossii,https://www.allaboutbirds.org/guide/Rosss_Goose/overview
Rosss_Gull,Ross's Gull,Rhodostethia rosea,https://www.allaboutbirds.org/guide/Rosss_Gull/overview
Rosy-faced_Lovebird,Rosy-faced Lovebird,Agapornis roseicollis,https://www.allaboutbirds.org/guide/Rosy-faced_Lovebird/overview
Rough-legged_Hawk,Rough-legged Hawk,Buteo lagopus,https://www.allaboutbirds.org/guide/Rough-legged_Hawk/overview
Ruby-crowned_Kinglet,Ruby-crowned Kinglet,Corthylio calendula,https://www.allaboutbirds.org/guide/Ruby-crowned_Kinglet/overview
Ruby-throated_Hummingbird,Ruby-throated Hummingbird,Archilochus colubris,https://www.allaboutbirds.org/guide/Ruby-throated_Hummingbird/overview
Ruddy_Duck,Ruddy Duck,Oxyura jamaicensis,https://www.allaboutbirds.org/guide/Ruddy_Duck/overview
Ruddy_Turnstone,Ruddy Turnstone,Arenaria interpres,https://www.allaboutbirds.org/guide/Ruddy_Turnstone/overview
Ruff,Ruff,Calidris pugnax,https://www.allaboutbirds.org/guide/Ruff/overview
Ruffed_Grouse,Ruffed Grouse,Bonasa umbellus,https://www.allaboutbirds.org/guide/Ruffed_Grouse/overview
Rufous_Hummingbird,Rufous Hummingbird,Selasphorus rufus,https://www.allaboutbirds.org/guide/Rufous_Hummingbird/overview
Rustic_Bunting,Rustic Bunting,Emberiza rustica,https://www.allaboutbirds.org/guide/Rustic_Bunting/overview
Rusty_Blackbird,Rusty Blackbird,Euphagus carolinus,https://www.allaboutbirds.org/guide/Rusty_Blackbird/overview
Sabines_Gull,Sabine's Gull,Xema sabini,https://www.allaboutbirds.org/guide/Sabines_Gull/overview
Sage_Thrasher,Sage Thrasher,Oreoscoptes montanus,https://www.allaboutbirds.org/guide/Sage_Thrasher/overview
Sagebrush_Sparrow,Sagebrush Sparrow,Artemisiospiza nevadensis,https://www.allaboutbirds.org/guide/Sagebrush_Sparrow/overview
Sanderling,Sanderling,Calidris alba,https://www.allaboutbirds.org/guide/Sanderling/overview
Sandhill_Crane,Sandhill Crane,Antigone canadensis,https://www.allaboutbirds.org/guide/Sandhill_Crane/overview
Savannah_Sparrow,Savannah Sparrow,Passerculus sandwichensis,https://www.allaboutbirds.org/guide/Savannah_Sparrow/overview
Says_Phoebe,Say's Phoebe,Sayornis saya,https://www.allaboutbirds.org/guide/Says_Phoebe/overview
Scaled_Quail,Scaled Quail,Callipepla squamata,https://www.allaboutbirds.org/guide/Scaled_Quail/overview
Scarlet_Tanager,Scarlet Tanager,Piranga olivacea,https://www.allaboutbirds.org/guide/Scarlet_Tanager/overview
Scissor-tailed_Flycatcher,Scissor-tailed Flycatcher,Tyrannus forficatus,https://www.allaboutbirds.org/guide/Scissor-tailed_Flycatcher/overview
Scotts_Oriole,Scott's Oriole,Icterus parisorum,https://www.allaboutbirds.org/guide/Scotts_Oriole/overview
Scrippss_Murrelet,Scripps's Murrelet,Synthliboramphus scrippsi,https://www.allaboutbirds.org/guide/Scrippss_Murrelet/overview
Semipalmated_Plover,Semipalmated Plover,Charadrius semipalmatus,https://www.allaboutbirds.org/guide/Semipalmated_Plover/overview
Semipalmated_Sandpiper,Semipalmated Sandpiper,Calidris pusilla,https://www.allaboutbirds.org/guide/Semipalmated_Sandpiper/overview
Sharp-shinned_Hawk,Sharp-shinned Hawk,Accipiter striatus,https://www.allaboutbirds.org/guide/Sharp-shinned_Hawk/overview
Sharp-tailed_Grouse,Sharp-tailed Grouse,Tympanuchus phasianellus,https://www.allaboutbirds.org/guide/Sharp-tailed_Grouse/overview
Sharp-tailed_Sandpiper,Sharp-tailed Sandpiper,Calidris acuminata,https://www.allaboutbirds.org/guide/Sharp-tailed_Sandpiper/overview
Short-billed_Dowitcher,Short-billed Dowitcher,Limnodromus griseus,https://www.allaboutbirds.org/guide/Short-billed_Dowitcher/overview
Short-billed_Gull,Short-billed Gull,Larus brachyrhynchus,https://www.allaboutbirds.org/guide/Short-billed_Gull/overview
Short-eared_Owl,Short-eared Owl,Asio flammeus,https://www.allaboutbirds.org/guide/Short-eared_Owl/overview
Short-tailed_Albatross,Short-tailed Albatross,Phoebastria albatrus,https://www.allaboutbirds.org/guide/Short-tailed_Albatross/overview
Short-tailed_Shearwater,Short-tailed Shearwater,Ardenna tenuirostris,https://www.allaboutbirds.org/guide/Short-tailed_Shearwater/overview
Siberian_Accentor,Siberian Accentor,Prunella montanella,https://www.allaboutbirds.org/guide/Siberian_Accentor/overview
Siberian_Sand-Plover,Siberian Sand-Plover,Anarhynchus mongolus,https://www.allaboutbirds.org/guide/Siberian_Sand-Plover/overview
Slaty-backed_Gull,Slaty-backed Gull,Larus schistisagus,https://www.allaboutbirds.org/guide/Slaty-backed_Gull/overview
Smew,Smew,Mergellus albellus,https://www.allaboutbirds.org/guide/Smew/overview
Smiths_Longspur,Smith's Longspur,Calcarius pictus,https://www.allaboutbirds.org/guide/Smiths_Longspur/overview
Snow_Bunting,Snow Bunting,Plectrophenax nivalis,https://www.allaboutbirds.org/guide/Snow_Bunting/overview
